type,labels,number_of_crashes,center_lat,center_lng
Ясно,963,2,55.6520595,37.387504500000006
Ясно,968,2,55.81985,37.8005755
Ясно,969,3,55.656837333333335,37.741177
Ясно,970,2,55.6412285,37.500780000000006
Ясно,972,2,55.952528,37.34762
Ясно,977,3,55.649388,37.563050000000004
Ясно,979,2,55.7936035,37.634515
Ясно,980,2,55.669244,37.7632335
Ясно,984,3,55.71620133333333,37.40177033333333
Ясно,987,2,55.831616999999994,37.6420035
Ясно,990,2,55.767886000000004,37.564949
Ясно,991,2,55.685339,37.5804735
Ясно,994,2,55.79598,37.497244499999994
Ясно,1005,2,55.8788555,37.7208335
Ясно,1010,3,55.504762666666664,37.52994033333333
Ясно,1015,2,55.79936,37.8052265
Ясно,1016,2,55.629467500000004,37.5170875
Ясно,1021,2,55.7531595,37.605643
Ясно,1024,3,55.84551833333333,37.584697
Ясно,1035,2,55.775466,37.481039
Ясно,1037,2,55.784845000000004,37.585333500000004
Ясно,1047,2,55.757983499999995,37.637889
Ясно,1053,2,55.885833500000004,37.4045795
Ясно,1062,2,55.8086825,37.495903
Ясно,1072,2,55.762731,37.773405
Ясно,1073,2,55.7915135,37.686860499999995
Ясно,1078,2,55.658932500000006,37.515709
Ясно,1079,2,55.8518695,37.450928000000005
Ясно,1080,2,55.7115405,37.437581
Ясно,1084,2,55.664618000000004,37.602740999999995
Ясно,1089,2,55.7993,37.7339385
Ясно,1090,2,55.707022,37.392086000000006
Ясно,1102,3,55.708416,37.747524999999996
Ясно,1103,2,55.773754999999994,37.6186785
Ясно,1104,2,55.859457000000006,37.619725
Ясно,1105,2,55.742885,37.789604999999995
Ясно,1111,2,55.663502,37.5785315
Ясно,1117,2,55.736673499999995,37.854949000000005
Ясно,1129,2,55.859050999999994,37.5094055
Ясно,1130,2,55.8674285,37.563962000000004
Ясно,1137,3,55.779081,37.675016
Ясно,1143,2,55.800801500000006,37.4795205
Ясно,1148,3,55.82498666666667,37.64620166666667
Ясно,1153,2,55.770658999999995,37.6289085
Ясно,1157,3,55.643174,37.468947
Ясно,1168,2,55.7772425,37.6477485
Ясно,1169,2,55.873746,37.550379500000005
Ясно,1175,2,55.821432,37.49608
Ясно,1176,3,55.79938333333333,37.63513
Ясно,1179,2,55.6690935,37.5088855
Ясно,1190,2,55.70292,37.4640925
Ясно,1193,2,55.6565085,37.830697
Ясно,1196,5,55.81027,37.7994124
Ясно,1198,2,55.804543499999994,37.517596999999995
Ясно,1199,2,55.8158295,37.662313
Ясно,1200,3,55.77233866666667,37.58916033333333
Ясно,1202,2,55.943084,37.543437499999996
Ясно,1206,2,55.793914,37.819088
Ясно,1207,2,55.752752,37.574374
Ясно,1218,2,55.750074,37.565689500000005
Ясно,1220,2,55.848572,37.355924
Ясно,1222,2,55.8551485,37.7789355
Ясно,1231,2,55.798326,37.5363675
Ясно,1234,2,55.707766,37.918046
