type,labels,number_of_crashes,center_lat,center_lng
Светлое время суток,645,3,55.88120466666667,37.727368999999996
Светлое время суток,647,2,55.575539500000005,37.5881605
Светлое время суток,648,2,55.7009705,37.5466455
Светлое время суток,651,5,55.808138,37.570877599999996
Светлое время суток,652,3,55.650865,37.55471
Светлое время суток,653,2,55.7544545,37.547546499999996
Светлое время суток,654,3,55.72295733333333,37.769562
Светлое время суток,655,2,55.596271,37.5878815
Светлое время суток,661,2,55.901845,37.618936500000004
Светлое время суток,662,2,55.7376545,37.823910999999995
Светлое время суток,663,2,55.8669405,37.493044
Светлое время суток,2714,2,55.6837905,37.599796
Светлое время суток,671,2,55.6143165,37.7068
Светлое время суток,2721,2,55.694462,37.5666925
Светлое время суток,675,2,55.7362955,37.6141675
Светлое время суток,680,2,55.7749015,37.6510635
Светлое время суток,2730,3,55.813255,37.59532933333333
Светлое время суток,2731,2,55.664748,37.471259
Светлое время суток,691,3,55.78904333333333,37.454116
Светлое время суток,692,3,55.799727,37.503178999999996
Светлое время суток,2742,2,55.643439,37.469682
Светлое время суток,695,4,55.668597000000005,37.74052375
Светлое время суток,2745,2,55.5713845,37.2022175
Светлое время суток,2747,3,55.80132533333334,37.40779633333333
Светлое время суток,699,2,55.686173499999995,37.5233535
Светлое время суток,701,2,55.703011000000004,37.669941
Светлое время суток,702,2,55.8103555,37.651906
Светлое время суток,703,2,55.742885,37.789604999999995
Светлое время суток,708,2,55.7097905,37.655505500000004
Светлое время суток,713,3,55.65625433333334,37.74246433333333
Светлое время суток,714,2,55.535664999999995,37.515382
Светлое время суток,715,2,55.984102,37.164114
Светлое время суток,2763,2,55.6765225,37.764532
Светлое время суток,722,3,55.65947633333333,37.562792333333334
Светлое время суток,724,3,55.592905333333334,37.292178666666665
Светлое время суток,725,3,55.720425,37.673263666666664
Светлое время суток,727,3,55.813846,37.502514
Светлое время суток,728,3,55.617475,37.72812733333333
Светлое время суток,2777,2,55.614143999999996,37.4886075
Светлое время суток,2778,2,55.8518695,37.450928000000005
Светлое время суток,729,2,55.721083,37.557905500000004
Светлое время суток,732,2,55.592476500000004,37.525482999999994
Светлое время суток,2781,2,55.809456999999995,37.4620645
Светлое время суток,735,2,55.756676,37.614633999999995
Светлое время суток,739,2,55.7344985,37.7691345
Светлое время суток,2789,2,55.6159645,37.720999500000005
Светлое время суток,748,2,55.81985,37.8005755
Светлое время суток,751,2,55.647940000000006,37.5388725
Светлое время суток,752,5,55.69032,37.6220412
Светлое время суток,754,6,55.67595,37.856977
Светлое время суток,2803,2,55.7126225,37.796026499999996
Светлое время суток,760,2,55.664291500000004,37.638870499999996
Светлое время суток,2812,2,55.7818495,37.668101
Светлое время суток,768,2,55.6198815,37.686013
Светлое время суток,769,2,55.61591,37.486666
Светлое время суток,2818,2,55.586762,37.4317505
Светлое время суток,772,2,55.813632,37.735671499999995
Светлое время суток,773,2,55.749141,37.501123
Светлое время суток,775,2,55.843651,37.502517499999996
Светлое время суток,777,3,55.983867000000004,37.146835333333335
Светлое время суток,781,2,55.718974,37.423795
Светлое время суток,782,3,55.817955,37.617234
Светлое время суток,784,2,55.66575,37.5496175
Светлое время суток,785,3,55.776209,37.540344
Светлое время суток,2834,2,55.691407999999996,37.5323495
Светлое время суток,2840,3,55.900255,37.546509666666665
Светлое время суток,793,2,55.6800375,37.558356
Светлое время суток,795,3,55.816699,37.78540133333333
Светлое время суток,797,2,55.8562505,37.4695695
Светлое время суток,799,5,55.781587,37.6701772
Светлое время суток,2851,3,55.746397,37.513901
Светлое время суток,2857,2,55.8126225,37.4757815
Светлое время суток,2858,2,55.808645999999996,37.4762585
Светлое время суток,2860,2,55.696052,37.554193
Светлое время суток,817,2,55.784317,37.625572500000004
Светлое время суток,2873,2,55.8876415,37.6626345
Светлое время суток,827,2,55.726037500000004,37.839827
Светлое время суток,836,2,55.6830495,37.550808
Светлое время суток,837,2,55.652178,37.828889000000004
Светлое время суток,838,2,55.5648755,37.178641
Светлое время суток,2887,2,55.8641595,37.5480295
Светлое время суток,840,2,55.686001000000005,37.737329
Светлое время суток,844,2,55.769853499999996,37.3691315
Светлое время суток,848,2,55.818780000000004,37.825385999999995
Светлое время суток,849,2,55.707717,37.5743525
Светлое время суток,2898,3,55.822622333333335,37.49477133333333
Светлое время суток,852,2,55.808649,37.464081500000006
Светлое время суток,2901,2,55.7032195,37.626527
Светлое время суток,858,3,55.771659,37.593924
Светлое время суток,859,2,55.724689999999995,37.578526
Светлое время суток,860,3,55.848895,37.369895
Светлое время суток,2911,2,55.611411000000004,37.720222
Светлое время суток,2912,2,55.849948499999996,37.3548945
Светлое время суток,868,3,55.61543366666667,37.659799
Светлое время суток,2917,3,55.701424333333335,37.749177333333336
Светлое время суток,2920,2,55.67102,37.551538
Светлое время суток,874,2,55.7592395,37.646767
Светлое время суток,875,2,55.5735775,37.6377655
Светлое время суток,2926,2,55.733858,37.402729
Светлое время суток,883,4,55.805627,37.513075
Светлое время суток,2931,2,55.640702,37.6555
Светлое время суток,2937,2,55.743815,37.5713535
Светлое время суток,2941,2,55.8842115,37.688808
Светлое время суток,896,2,55.857476,37.567406000000005
Светлое время суток,898,2,55.8222665,37.660644500000004
Светлое время суток,2949,2,55.780009,37.742945500000005
Светлое время суток,902,2,55.868316500000006,37.556275
Светлое время суток,903,2,55.7379835,37.67942
Светлое время суток,905,2,55.803126500000005,37.552782
Светлое время суток,2956,2,55.75408,37.236432
Светлое время суток,2957,2,55.852869,37.3531135
Светлое время суток,910,2,55.531281,37.527956
Светлое время суток,912,2,55.723397000000006,37.4787585
Светлое время суток,916,3,55.738737,37.49243633333333
Светлое время суток,917,2,55.7057225,37.662029000000004
Светлое время суток,921,2,55.8086825,37.495903
Светлое время суток,924,2,55.6045325,37.713479
Светлое время суток,2973,2,55.7412875,37.655393000000004
Светлое время суток,926,2,55.7887325,37.3783365
Светлое время суток,932,2,55.5816225,37.703318499999995
Светлое время суток,934,2,55.629486,37.5991845
Светлое время суток,935,2,55.877646,37.432024
Светлое время суток,936,2,55.610866,37.717765
Светлое время суток,937,2,55.685339,37.5804735
Светлое время суток,939,3,55.78964066666667,37.682429666666664
Светлое время суток,2990,4,55.77152375,37.8192145
Светлое время суток,942,2,55.821432,37.49608
Светлое время суток,2993,2,55.6771975,37.500061
Светлое время суток,953,3,55.70246,37.849652666666664
Светлое время суток,960,2,55.692544999999996,37.735135
Светлое время суток,961,2,55.802212999999995,37.713006500000006
Светлое время суток,968,2,55.8064155,37.7246855
Светлое время суток,3017,2,55.7603135,37.737173
Светлое время суток,970,3,55.88488366666667,37.720896
Светлое время суток,969,3,55.810538666666666,37.839475
Светлое время суток,976,2,55.603117499999996,37.5996835
Светлое время суток,977,2,55.7893815,37.5883915
Светлое время суток,983,2,55.8954265,37.665949999999995
Светлое время суток,985,2,55.844651,37.392289500000004
Светлое время суток,989,2,55.825819499999994,37.8336685
Светлое время суток,3041,2,55.703509499999996,37.8168565
Светлое время суток,3043,2,55.764536,37.605568000000005
Светлое время суток,1000,2,55.727826,37.6230135
Светлое время суток,3051,2,55.8035605,37.707294000000005
Светлое время суток,1004,2,55.655419,37.4805185
Светлое время суток,3052,2,55.8761145,37.547155000000004
Светлое время суток,1006,3,55.746499666666665,37.534550333333335
Светлое время суток,3062,2,55.68099599999999,37.7642695
Светлое время суток,1017,2,55.730013,37.674645999999996
Светлое время суток,3066,3,55.791579,37.616365
Светлое время суток,1019,3,55.80911533333333,37.63710366666667
Светлое время суток,1020,2,55.650222,37.6599205
Светлое время суток,3074,3,55.656837333333335,37.741177
Светлое время суток,1028,2,55.615271,37.607349
Светлое время суток,1030,2,55.631688,37.622305
Светлое время суток,3083,2,55.745159,37.4228455
Светлое время суток,1036,3,55.636917,37.45601166666667
Светлое время суток,1037,2,55.705178000000004,37.8606465
Светлое время суток,1038,2,55.839425500000004,37.4808075
Светлое время суток,1042,2,55.656411500000004,37.7271475
Светлое время суток,3091,2,55.84803,37.362045
Светлое время суток,1046,2,55.711099000000004,37.7622735
Светлое время суток,1047,2,55.6412375,37.500918999999996
Светлое время суток,3096,2,55.784045500000005,37.699054000000004
Светлое время суток,1052,2,55.6254305,37.596513
Светлое время суток,1057,2,55.82801,37.4177705
Светлое время суток,1061,2,55.6041115,37.669351
Светлое время суток,1062,3,55.863456,37.566651
Светлое время суток,3110,2,55.810383,37.566703000000004
Светлое время суток,1065,3,55.653329,37.615378
Светлое время суток,3116,2,55.8551485,37.7789355
Светлое время суток,1074,2,55.7238775,37.4372325
Светлое время суток,1076,2,55.6197875,37.482165
Светлое время суток,1082,3,55.70826533333334,37.80978066666667
Светлое время суток,1086,2,55.650419,37.759538
Светлое время суток,3138,3,55.70725366666667,37.66820666666667
Светлое время суток,1091,3,55.665647,37.75266433333333
Светлое время суток,1093,3,55.862872,37.54951366666667
Светлое время суток,3147,3,55.55206533333333,37.553776666666664
Светлое время суток,1100,2,55.6804915,37.513804500000006
Светлое время суток,3148,2,55.696941,37.805763
Светлое время суток,1102,3,55.732092333333334,37.67096033333333
Светлое время суток,3150,2,55.980945,37.1741615
Светлое время суток,1104,3,55.70402766666667,37.833001333333335
Светлое время суток,3156,2,55.805987,37.509293
Светлое время суток,1113,2,55.707766,37.918046
Светлое время суток,3162,3,55.800201666666666,37.33373866666667
Светлое время суток,1115,2,55.58101,37.6737285
Светлое время суток,3165,2,55.567366,37.4815645
Светлое время суток,1119,3,55.898542666666664,37.57750866666667
Светлое время суток,3169,2,55.769639,37.651171000000005
Светлое время суток,1123,2,55.799276,37.7991215
Светлое время суток,3173,2,55.605566,37.74161
Светлое время суток,1125,2,55.7966495,37.717191
Светлое время суток,1127,2,55.773381,37.6134165
Светлое время суток,3176,3,55.819488,37.63948933333334
Светлое время суток,1130,2,55.860237,37.495774499999996
Светлое время суток,1132,2,55.6998615,37.7515605
Светлое время суток,1134,3,55.817693999999996,37.39111666666667
Светлое время суток,3186,2,55.719705,37.451062
Светлое время суток,3187,2,55.795461,37.582169
Светлое время суток,1142,2,55.602175,37.4711625
Светлое время суток,1147,3,55.745368,37.60059366666667
Светлое время суток,1151,2,55.7762865,37.5854675
Светлое время суток,1153,2,55.898149000000004,37.627938
Светлое время суток,3201,2,55.804543499999994,37.517596999999995
Светлое время суток,1158,3,55.713673,37.66492733333333
Светлое время суток,3207,2,55.772569000000004,37.592463
Светлое время суток,1164,3,55.797171999999996,37.584142666666665
Светлое время суток,1165,2,55.6505885,37.5332825
Светлое время суток,3213,4,55.73379175,37.4056205
Светлое время суток,3215,2,55.984030000000004,37.152913
Светлое время суток,3218,2,55.893435499999995,37.673208
Светлое время суток,3222,2,55.7775565,37.5226395
Светлое время суток,1180,2,55.777985,37.743021
Светлое время суток,1186,2,55.704069000000004,37.774386500000006
Светлое время суток,3234,2,55.7197055,37.785458500000004
Светлое время суток,1188,3,55.72756533333333,37.474018
Светлое время суток,3238,2,55.611569,37.598637499999995
Светлое время суток,1193,3,55.704876,37.63497233333333
Светлое время суток,3245,3,55.862625,37.695737
Светлое время суток,1202,3,55.66090233333333,37.74055466666667
Светлое время суток,3253,2,55.8003375,37.5325475
Светлое время суток,1205,3,55.784547333333336,37.70195966666667
Светлое время суток,3255,2,55.8876145,37.5857785
Светлое время суток,1208,2,55.839362,37.3635845
Светлое время суток,1214,2,55.772053,37.820526
Светлое время суток,1217,3,55.80588766666667,37.58194666666667
Светлое время суток,1218,2,55.7841515,37.3920325
